,SKU64798
"Sodium, mg",250
"Potassium, mg",225
"Chloride, mg",200
"Calcium, mg",250
"Phosphorus, mg",170
"Magnesium, mg",40
"Iodine, mcg",38
"Manganese, mg",0.6
"Copper, mg",0.42
"Zinc, mg",3
"Iron, mg",3.3
"Selenium, mcg",13.8
"Chromium, mcg",7.5
"Molybdenum, mcg",11
