Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 500",500.0,40
"Iron, mg : 4.5",4.5,25
"Potassium, mg : 560",560.0,10
Phosphorus :,,30
Iodine :,,25
Magnesium :,,20
Zinc :,,70
Selenium :,,50
Copper :,,25
Manganese :,,25
Chromium :,,25
Molybdenum :,,25
Chloride :,,2
