,SKU66884
Calories,160
"Total Fat, g",7
"Saturated Fat, g",2.5
"Trans Fat, g",0
"Polyunsaturated Fat, g",1
"Monounsaturated Fat, g",2.5
"Cholesterol, mg",0
"Sodium, mg",170
"Total Carbohydrate, g",17
"Dietary Fiber, g",3
"Total Sugars, g",4
"Added Sugars, g",4
"Sugar Alcohols, g",4
"Protein, g",11
